movie_name,movie_date,movie_rating,movie_genre,movie_censor
The Perfect Host,1970,6.7,Comedy,R
Cold in July,1970,6.7,Crime,R
Big Nothing,1970,6.7,Comedy,R
The Air I Breathe,1970,6.7,Crime,R
The Matador,1970,6.7,Comedy,R
Swimming Pool,1970,6.7,Crime,A
Spun,1970,6.7,Comedy,R
The Curse of the Jade Scorpion,1970,6.7,Comedy,PG-13
The Whole Nine Yards,1970,6.7,Comedy,A
Summer of Sam,1970,6.7,Crime,R
The Bone Collector,1970,6.7,Crime,A
Life,1970,6.7,Comedy,Not Rated
Analyze This,1970,6.7,Comedy,A
U Turn,1970,6.7,Crime,R
Apt Pupil,1970,6.7,Crime,A
Things to Do in Denver When You're Dead,1970,6.7,Crime,R
The Client,1970,6.7,Crime,UA
Kalifornia,1970,6.7,Crime,R
Phenomena,1970,6.7,Crime,A
Stir Crazy,1970,6.7,Comedy,U
Cherry,1970,6.6,Crime,A
Thoroughbreds,1970,6.6,Comedy,UA
Peter Rabbit,1970,6.6,Adventure,U
The Book of Henry,1970,6.6,Crime,PG-13
Irrational Man,1970,6.6,Comedy,R
Going in Style,1970,6.6,Comedy,PG-13
Focus,1970,6.6,Comedy,A
Inherent Vice,1970,6.6,Comedy,R
The Loved Ones,1970,6.6,Crime,Not Rated
The Bad Lieutenant: Port of Call - New Orleans,1970,6.6,Crime,R
Stillwater,1970,6.6,Crime,R
Paranoid Park,1970,6.6,Crime,R
Transsiberian,1970,6.6,Crime,R
Cassandra's Dream,1970,6.6,Crime,PG-13
Butterfly on a Wheel,1970,6.6,Crime,U
Pride and Glory,1970,6.6,Crime,R
Scoop,1970,6.6,Comedy,PG-13
Derailed,1970,6.6,Crime,R
Confidence,1970,6.6,Crime,R
Small Time Crooks,1970,6.6,Comedy,PG
True Crime,1970,6.6,Crime,R
Wild Things,1970,6.6,Crime,R
A Perfect Murder,1970,6.6,Crime,A
Half Baked,1970,6.6,Comedy,R
The Man Who Knew Too Little,1970,6.6,Comedy,PG
Midnight in the Garden of Good and Evil,1970,6.6,Crime,R
Kiss the Girls,1970,6.6,Crime,A
The Pelican Brief,1970,6.6,Crime,UA
The Clovehitch Killer,1970,6.5,Crime,Not Rated
"Roman J. Israel, Esq.",1970,6.5,Crime,13
Under the Silver Lake,1970,6.5,Crime,R
White Boy Rick,1970,6.5,Crime,A
The Girl on the Train,1970,6.5,Crime,A
Stretch,1970,6.5,Comedy,R
Money Monster,1970,6.5,Crime,A
The Final Girls,1970,6.5,Comedy,18
Sightseers,1970,6.5,Adventure,Not Rated
Halloween,1970,6.5,Crime,A
The Girl Next Door,1970,6.5,Crime,R
Fanboys,1970,6.5,Adventure,PG-13
Step Up,1970,6.5,Crime,U
Ocean's Twelve,1970,6.5,Crime,UA
Out of Time,1970,6.5,Crime,A
Bandits,1970,6.5,Comedy,PG-13
Awake,1970,6.5,Crime,R
Under Suspicion,1970,6.5,Crime,R
Double Jeopardy,1970,6.5,Crime,A
8MM,1970,6.5,Crime,R
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1970,6.5,Comedy,R
Naked Gun 33 1/3: The Final Insult,1970,6.5,Comedy,A
Oscar,1970,6.5,Comedy,Not Rated
Psycho II,1970,6.5,Crime,A
Creep 2,1970,6.4,Crime,(Banned)
Blood Father,1970,6.4,Crime,R
Muppets Most Wanted,1970,6.4,Adventure,U
The Frozen Ground,1970,6.4,Crime,UA
Compliance,1970,6.4,Crime,R
Horns,1970,6.4,Comedy,A
The Raven,1970,6.4,Crime,A
Stand Up Guys,1970,6.4,Comedy,R
Solace,1970,6.4,Crime,R
No Sudden Move,1970,6.4,Crime,R
Leaves of Grass,1970,6.4,Comedy,R
Child 44,1970,6.4,Crime,18
Sleuth,1970,6.4,Crime,R
The Number 23,1970,6.4,Crime,UA
The Longest Yard,1970,6.4,Comedy,UA
The Interpreter,1970,6.4,Crime,16
Mean Machine,1970,6.4,Comedy,R
The Cell,1970,6.4,Crime,R
The General's Daughter,1970,6.4,Crime,A
Ace Ventura: When Nature Calls,1970,6.4,Adventure,U
The River Wild,1970,6.4,Adventure,U
Malice,1970,6.4,Crime,A
Weekend at Bernie's,1970,6.4,Adventure,UA
I Care a Lot,1970,6.3,Comedy,18
The Guilty,1970,6.3,Crime,16
The Many Saints of Newark,1970,6.3,Crime,R
The Laundromat,1970,6.3,Comedy,18
Hustlers,1970,6.3,Comedy,A
Cop Car,1970,6.3,Crime,R
The Family,1970,6.3,Comedy,A
Horrible Bosses 2,1970,6.3,Comedy,A
Secret in Their Eyes,1970,6.3,Crime,PG-13
The Voices,1970,6.3,Comedy,R
Flypaper,1970,6.3,Comedy,Not Rated
Kimi,1970,6.3,Crime,A
Date Night,1970,6.3,Comedy,A
All Good Things,1970,6.3,Crime,R
The Little Things,1970,6.3,Crime,A
The Producers,1970,6.3,Comedy,PG-13
Mindhunters,1970,6.3,Crime,R
Death to Smoochy,1970,6.3,Comedy,R
High Crimes,1970,6.3,Crime,A
Nurse Betty,1970,6.3,Comedy,R
Intolerable Cruelty,1970,6.3,Comedy,PG-13
Very Bad Things,1970,6.3,Comedy,R
A Life Less Ordinary,1970,6.3,Comedy,A
Throw Momma from the Train,1970,6.3,Comedy,A
American Gigolo,1970,6.3,Crime,A
Synchronic,1970,6.2,Crime,18
1922,1970,6.2,Crime,18
Malignant,1970,6.2,Crime,A
The Whole Truth,1970,6.2,Crime,A
Dark Places,1970,6.2,Crime,R
Killing Them Softly,1970,6.2,Crime,A
Deadfall,1970,6.2,Crime,R
London Boulevard,1970,6.2,Crime,R
The Card Counter,1970,6.2,Crime,R
Lakeview Terrace,1970,6.2,Crime,Not Rated
Lions for Lambs,1970,6.2,Crime,UA
Untraceable,1970,6.2,Crime,R
Saw III,1970,6.2,Crime,A
Two for the Money,1970,6.2,Crime,UA
Taking Lives,1970,6.2,Crime,R
The Texas Chainsaw Massacre,1970,6.2,Crime,A
Femme Fatale,1970,6.2,Crime,R
One Night at McCool's,1970,6.2,Comedy,R
Heartbreakers,1970,6.2,Comedy,PG-13
Hackers,1970,6.2,Crime,U
Needful Things,1970,6.2,Crime,UA
Turner & Hooch,1970,6.2,Comedy,U
Anon,1970,6.1,Crime,Not Rated
Dom Hemingway,1970,6.1,Comedy,R
Extract,1970,6.1,Comedy,R
Duplicity,1970,6.1,Comedy,PG-13
The Killer Inside Me,1970,6.1,Crime,R
The Oxford Murders,1970,6.1,Adventure,R
The Invisible,1970,6.1,Crime,PG-13
Fun with Dick and Jane,1970,6.1,Comedy,UA
Hannibal Rising,1970,6.1,Adventure,A
Starsky & Hutch,1970,6.1,Comedy,UA
City by the Sea,1970,6.1,Crime,A
Murder by Numbers,1970,6.1,Crime,A
The Mexican,1970,6.1,Adventure,R
Snake Eyes,1970,6.1,Crime,U
Baby's Day Out,1970,6.1,Adventure,U
Airheads,1970,6.1,Comedy,A
Twins,1970,6.1,Comedy,U
Get Hard,1970,6.0,Comedy,R
The Gambler,1970,6.0,Crime,R
Righteous Kill,1970,6.0,Crime,A
Super Troopers 2,1970,6.0,Comedy,R
Deception,1970,6.0,Crime,R
13,1970,6.0,Crime,R
Birthday Girl,1970,6.0,Comedy,UA
Tequila Sunrise,1970,6.0,Crime,A
Dragnet,1970,6.0,Comedy,U
Pink Flamingos,1970,6.0,Comedy,A
The Captive,1970,5.9,Crime,R
The Tall Man,1970,5.9,Crime,R
Orphan: First Kill,1970,5.9,Crime,A
Pathology,1970,5.9,Crime,R
Saw IV,1970,5.9,Crime,R
P2,1970,5.9,Crime,R
Reno 911!: Miami,1970,5.9,Comedy,R
Let's Go to Prison,1970,5.9,Comedy,R
The X Files: I Want to Believe,1970,5.9,Crime,A
88 Minutes,1970,5.9,Crime,UA
Analyze That,1970,5.9,Comedy,R
Mickey Blue Eyes,1970,5.9,Comedy,PG-13
The Last House on the Left,1970,5.9,Crime,Not Rated
The Hangover Part III,1970,5.8,Comedy,A
Saving Silverman,1970,5.8,Comedy,UA
The Glass House,1970,5.8,Crime,PG-13
The Woman in the Window,1970,5.7,Crime,18
Jigsaw,1970,5.7,Crime,A
Identity Thief,1970,5.7,Comedy,UA
The Paperboy,1970,5.7,Crime,R
Observe and Report,1970,5.7,Comedy,R
Suburbicon,1970,5.7,Comedy,A
Perfect Stranger,1970,5.7,Crime,16
White Chicks,1970,5.7,Comedy,A
Enough,1970,5.7,Crime,PG-13
101 Dalmatians,1970,5.7,Adventure,Not Rated
The House,1970,5.6,Comedy,R
Regression,1970,5.6,Adventure,R
Runner Runner,1970,5.6,Crime,R
Bad Santa 2,1970,5.6,Comedy,R
The Black Dahlia,1970,5.6,Crime,R
Be Cool,1970,5.6,Comedy,PG-13
The Perfect Score,1970,5.6,Comedy,PG-13
Domestic Disturbance,1970,5.6,Crime,Not Rated
Jawbreaker,1970,5.6,Comedy,UA
Saw 3D,1970,5.5,Crime,R
The Stepfather,1970,5.5,Crime,A
The Counselor,1970,5.4,Crime,R
The Hustle,1970,5.4,Comedy,A
The Whole Ten Yards,1970,5.4,Comedy,PG-13
Spring Breakers,1970,5.3,Crime,R
Trespass,1970,5.3,Crime,R
The Resident,1970,5.3,Crime,R
Balls of Fury,1970,5.3,Comedy,PG-13
The Watcher,1970,5.3,Crime,R
D-Tox,1970,5.3,Crime,R
A Nightmare on Elm Street,1970,5.2,Crime,A
Paul Blart: Mall Cop,1970,5.2,Action,PG
Bachchhan Paandey,1970,5.2,Action,UA
Spiral: From the Book of Saw,1970,5.2,Crime,A
Big Momma's House,1970,5.2,Action,A
Hot Pursuit,1970,5.1,Action,PG-13
The Snowman,1970,5.1,Crime,R
Alex Cross,1970,5.1,Action,PG-13
Cosmopolis,1970,5.1,Crime,R
Miss Congeniality 2: Armed & Fabulous,1970,5.1,Action,U
Agent Cody Banks,1970,5.1,Action,U
Happy New Year,1970,4.9,Action,U
Charlie's Angels: Full Throttle,1970,4.9,Action,A
Blues Brothers 2000,1970,4.9,Action,U
Police Academy 4: Citizens on Patrol,1970,4.9,Comedy,U
Texas Chainsaw Massacre,1970,4.8,Crime,18
Tekken,1970,4.8,Action,R
Crocodile Dundee in Los Angeles,1970,4.8,Action,UA
The Spirit,1970,4.7,Action,PG-13
Big Momma's House 2,1970,4.7,Comedy,U
Elektra,1970,4.7,Action,UA
Death Note,1970,4.5,Crime,18
Home Alone 3,1970,4.5,Action,U
Striptease,1970,4.5,Comedy,A
Police Academy 5: Assignment: Miami Beach,1970,4.5,Comedy,U
Paul Blart: Mall Cop 2,1970,4.4,Action,PG
"Big Mommas: Like Father, Like Son",1970,4.4,Action,U
Little Man,1970,4.4,Comedy,PG-13
xXx: State of the Union,1970,4.4,Action,U
Kangaroo Jack,1970,4.4,Action,U
Police Academy 6: City Under Siege,1970,4.3,Comedy,U
Torque,1970,4.1,Action,PG-13
Inspector Gadget,1970,4.1,Action,U
RoboCop 3,1970,4.1,Action,UA
Holmes & Watson,1970,3.9,Comedy,PG-13
Speed 2: Cruise Control,1970,3.9,Action,UA
Escape Plan 2: Hades,1970,3.8,Action,A
Catwoman,1970,3.4,Action,U
Police Academy: Mission to Moscow,1970,3.4,Comedy,U
Heropanti 2,1970,2.6,Action,UA
Gigli,1970,2.6,Comedy,U
Baby Geniuses,1970,2.5,Comedy,U
Kod Adi K.O.Z.,1970,2.0,Crime,Not Rated
Race 3,1970,1.9,Action,UA
Radhe,1970,1.9,Action,UA
Elk*rtuk,1970,1.5,Action,Not Rated
Da hong deng long gao gao gua,1970,8.1,Drama,Not Rated
Kumonosu-jô,1970,8.1,Drama,U
"Quo vadis, Aida?",1970,8.0,Drama,Not Rated
JFK,1970,8.0,Drama,UA
Il gattopardo,1970,8.0,Drama,Not Rated
Bronenosets Potemkin,1970,8.0,Drama,Not Rated
Kagemusha,1970,7.9,Drama,U
All the President's Men,1970,7.9,Drama,U
The Ten Commandments,1970,7.9,Adventure,U
Under sandet,1970,7.8,Drama,R
The Man Who Would Be King,1970,7.8,Adventure,U
The Trial of the Chicago 7,1970,7.7,Drama,18
Joyeux Noël,1970,7.7,Drama,PG-13
Apollo 13,1970,7.7,Adventure,U
Empire of the Sun,1970,7.7,Drama,U
Der Name der Rose,1970,7.7,Drama,UA
Novecento,1970,7.7,Drama,A
Zulu,1970,7.7,Drama,U
Bridge of Spies,1970,7.6,Drama,UA
The Thin Red Line,1970,7.6,Drama,A
Gettysburg,1970,7.6,Drama,PG
Lo imposible,1970,7.5,Adventure,UA
Jin ling shi san chai,1970,7.5,Drama,R
"Se, jie",1970,7.5,Drama,A
No,1970,7.4,Drama,R
Zero Dark Thirty,1970,7.4,Drama,A
The Mission,1970,7.4,Adventure,UA
Gallipoli,1970,7.4,Adventure,Not Rated
A Bridge Too Far,1970,7.4,Drama,U
Den 12. mann,1970,7.3,Drama,Not Rated
The Way Back,1970,7.3,Adventure,A
Across the Universe,1970,7.3,Drama,PG-13
Troy,1970,7.3,Drama,UA
Seabiscuit,1970,7.3,Drama,U
Thirteen Days,1970,7.3,Drama,PG-13
Jesus Christ Superstar,1970,7.3,Drama,Not Rated
The Death of Stalin,1970,7.2,Comedy,R
The Physician,1970,7.2,Adventure,R
Shattered Glass,1970,7.2,Drama,U
Cold Mountain,1970,7.2,Adventure,A
The Courier,1970,7.1,Drama,UA
Valkyrie,1970,7.1,Drama,UA
Silence,1970,7.1,Drama,18
Shakespeare in Love,1970,7.1,Comedy,A
Padmaavat,1970,7.0,Drama,UA
The Water Diviner,1970,7.0,Drama,R
Cool Runnings,1970,7.0,Adventure,PG
The Bounty,1970,7.0,Adventure,A
Suffragette,1970,6.9,Drama,PG-13
The Crucible,1970,6.8,Drama,A
History of the World: Part I,1970,6.8,Comedy,A
The Good Shepherd,1970,6.7,Drama,R
K-19: The Widowmaker,1970,6.7,Drama,U
Anna and the King,1970,6.7,Drama,U
The Red Sea Diving Resort,1970,6.6,Drama,16
Macbeth,1970,6.6,Drama,R
The Monuments Men,1970,6.1,Comedy,U
World Trade Center,1970,6.0,Drama,U
Serena,1970,5.4,Drama,R
Caligola,1970,5.3,Drama,A
"10,000 BC",1970,5.1,Action,UA
El secreto de sus ojos,1970,8.2,Drama,R
The Tashkent Files,1970,8.1,Drama,UA
Kahaani,1970,8.1,Mystery,UA
Trois couleurs: Rouge,1970,8.1,Drama,U
The Blue Elephant,1970,8.0,Drama,Not Rated
Donnie Darko,1970,8.0,Drama,UA
Twelve Monkeys,1970,8.0,Mystery,A
Solaris,1970,8.0,Drama,U
Anatomy of a Murder,1970,8.0,Drama,A
Das Cabinet des Dr. Caligari,1970,8.0,Horror,Not Rated
Arrival,1970,7.9,Drama,UA
Darbareye Elly,1970,7.9,Drama,Not Rated
The Man from Earth,1970,7.9,Drama,Not Rated
Harry Potter and the Prisoner of Azkaban,1970,7.9,Adventure,U
Hable con ella,1970,7.9,Drama,R
Mulholland Dr.,1970,7.9,Drama,UA
Trois couleurs: Bleu,1970,7.9,Drama,U
In the Heat of the Night,1970,7.9,Drama,U
Charade,1970,7.9,Comedy,U
In a Lonely Place,1970,7.9,Drama,Not Rated
Laura,1970,7.9,Drama,Not Rated
The Thin Man,1970,7.9,Comedy,Not Rated
Moon,1970,7.8,Drama,R
Das weiße Band - Eine deutsche Kindergeschichte,1970,7.8,Drama,UA
Atonement,1970,7.8,Drama,UA
The Conversation,1970,7.8,Drama,U
L'avventura,1970,7.8,Drama,U
The Lady Vanishes,1970,7.8,Mystery,Not Rated
Get Out,1970,7.7,Horror,15+
Le passé,1970,7.7,Drama,PG-13
Harry Potter and the Deathly Hallows: Part 1,1970,7.7,Adventure,UA
Harry Potter and the Goblet of Fire,1970,7.7,Adventure,UA
Abre los ojos,1970,7.7,Drama,U
The Game,1970,7.7,Drama,UA
La double vie de Véronique,1970,7.7,Drama,R
Spoorloos,1970,7.7,Mystery,Not Rated
Searching,1970,7.6,Drama,U/A
La piel que habito,1970,7.6,Drama,R
The Illusionist,1970,7.6,Drama,U
Saw,1970,7.6,Horror,A
Un long dimanche de fiançailles,1970,7.6,Drama,U
The Others,1970,7.6,Horror,13
Le violon rouge,1970,7.6,Drama,R
Dark City,1970,7.6,Fantasy,A
Lost Highway,1970,7.6,Mystery,A
The Birds,1970,7.6,Drama,A
Beoning,1970,7.5,Drama,UA
Teströl és lélekröl,1970,7.5,Drama,A
The Conjuring,1970,7.5,Horror,A
We Need to Talk About Kevin,1970,7.5,Drama,R
Hugo,1970,7.5,Adventure,U
Doubt,1970,7.5,Drama,PG-13
Eyes Wide Shut,1970,7.5,Drama,18
The Devil's Advocate,1970,7.5,Drama,A
Contact,1970,7.5,Drama,U
The Abyss,1970,7.5,Adventure,U
The Omen,1970,7.5,Horror,A
Profondo rosso,1970,7.5,Horror,Not Rated
The Wicker Man,1970,7.5,Horror,Not Rated
Blow-Up,1970,7.5,Drama,A
Spellbound,1970,7.5,Film-Noir,Not Rated
Palm Springs,1970,7.4,Comedy,A
The Lighthouse,1970,7.4,Drama,18
Gi-eok-ui bam,1970,7.4,Mystery,16
Durante la tormenta,1970,7.4,Drama,18
Gokseong,1970,7.4,Drama,Not Rated
Remember,1970,7.4,Drama,R
Dans la maison,1970,7.4,Drama,R
Cloud Atlas,1970,7.4,Drama,A
[Rec],1970,7.4,Horror,A
Bhool Bhulaiyaa,1970,7.4,Comedy,UA
El orfanato,1970,7.4,Drama,R
The Constant Gardener,1970,7.4,Drama,U
Harry Potter and the Chamber of Secrets,1970,7.4,Adventure,U
K-PAX,1970,7.4,Drama,U
Scream,1970,7.4,Horror,A
Jacob's Ladder,1970,7.4,Drama,A
Carrie,1970,7.4,Horror,A
Picnic at Hanging Rock,1970,7.4,Drama,U
A Shot in the Dark,1970,7.4,Comedy,PG
To Catch a Thief,1970,7.4,Mystery,A
Hereditary,1970,7.3,Drama,A
The Conjuring 2,1970,7.3,Horror,UA
I Origins,1970,7.3,Drama,R
La cara oculta,1970,7.3,Drama,R
Caché,1970,7.3,Drama,R
Identity,1970,7.3,Mystery,A
Unbreakable,1970,7.3,Drama,UA
Sleepy Hollow,1970,7.3,Fantasy,UA
Pi,1970,7.3,Drama,R
Death and the Maiden,1970,7.3,Drama,A
Manhattan Murder Mystery,1970,7.3,Comedy,PG
Suspicion,1970,7.3,Film-Noir,Not Rated
Coherence,1970,7.2,Drama,Not Rated
10 Cloverfield Lane,1970,7.2,Drama,A
The Fountain,1970,7.2,Drama,U
Broken Flowers,1970,7.2,Comedy,UA
Gosford Park,1970,7.2,Comedy,U
Insomnia,1970,7.2,Drama,UA
Ringu,1970,7.2,Horror,UA
Cube,1970,7.2,Drama,UA
Twin Peaks: Fire Walk with Me,1970,7.2,Drama,Not Rated
Angel Heart,1970,7.2,Horror,A
The Changeling,1970,7.2,Horror,UA
Don't Look Now,1970,7.2,Drama,U
The Andromeda Strain,1970,7.2,Mystery,U
The Wolf Man,1970,7.2,Horror,Not Rated
Last Night in Soho,1970,7.1,Drama,A
Black Mirror: Bandersnatch,1970,7.1,Drama,18
Where the Crawdads Sing,1970,7.1,Drama,UA
Midsommar,1970,7.1,Drama,A
First Reformed,1970,7.1,Drama,R
Julieta,1970,7.1,Drama,R
Winter's Bone,1970,7.1,Drama,R
Let Me In,1970,7.1,Drama,UA
The Invisible Man,1970,7.1,Drama,A
The Tragedy of Macbeth,1970,7.1,Drama,A
Los cronocrímenes,1970,7.1,Horror,R
The Jacket,1970,7.1,Drama,A
"Janghwa, Hongryeon",1970,7.1,Drama,UA
The Ring,1970,7.1,Horror,UA
Ôdishon,1970,7.1,Drama,Not Rated
In the Mouth of Madness,1970,7.1,Drama,A
Black Christmas,1970,7.1,Horror,A
Carnival of Souls,1970,7.1,Horror,Not Rated
Thelma,1970,7.0,Drama,Not Rated
The Killing of a Sacred Deer,1970,7.0,Drama,18
The Gift,1970,7.0,Drama,A
The Words,1970,7.0,Drama,PG-13
Buried,1970,7.0,Drama,U
Prometheus,1970,7.0,Adventure,A
Tinker Tailor Soldier Spy,1970,7.0,Drama,A
The Cabin in the Woods,1970,7.0,Horror,A
Orphan,1970,7.0,Horror,A
Shutter,1970,7.0,Horror,Not Rated
Holes,1970,7.0,Adventure,PG
The Thirteenth Floor,1970,7.0,Mystery,R
The X Files,1970,7.0,Drama,PG-13
Basic Instinct,1970,7.0,Drama,A
The Boys from Brazil,1970,7.0,Drama,Not Rated
"Alphaville, une étrange aventure de Lemmy Caution",1970,7.0,Drama,Not Rated
The Trouble with Harry,1970,7.0,Comedy,A
Tully,1970,6.9,Comedy,R
The VVitch: A New-England Folktale,1970,6.9,Drama,R
Enemy,1970,6.9,Drama,15+
Triangle,1970,6.9,Fantasy,A
Pig,1970,6.9,Drama,R
Nope,1970,6.9,Horror,A
Extremely Loud & Incredibly Close,1970,6.9,Adventure,PG-13
Wicker Park,1970,6.9,Drama,PG-13
Vanilla Sky,1970,6.9,Fantasy,18
Hearts in Atlantis,1970,6.9,Drama,UA
Stir of Echoes,1970,6.9,Horror,R
Presumed Innocent,1970,6.9,Mystery,UA
Us,1970,6.8,Horror,A
The Autopsy of Jane Doe,1970,6.8,Horror,18
It Follows,1970,6.8,Horror,18
Mr. Holmes,1970,6.8,Drama,PG
Annihilation,1970,6.8,Adventure,18
The Babadook,1970,6.8,Horror,A
Sinister,1970,6.8,Horror,A
Eliza Graves,1970,6.8,Drama,PG-13
Odd Thomas,1970,6.8,Comedy,Not Rated
Insidious,1970,6.8,Horror,UA
Martha Marcy May Marlene,1970,6.8,Drama,R
The Imaginarium of Doctor Parnassus,1970,6.8,Adventure,PG-13
Inland Empire,1970,6.8,Drama,UA
1408,1970,6.8,Fantasy,A
Signs,1970,6.8,Drama,UA
Spider,1970,6.8,Drama,R
eXistenZ,1970,6.8,Horror,Not Rated
The Firm,1970,6.8,Drama,UA
The Witches,1970,6.8,Adventure,U
The 'Burbs,1970,6.8,Comedy,U
Fear Street: 1978,1970,6.7,Drama,18
Freaks,1970,6.7,Drama,R
Run,1970,6.7,Mystery,PG-13
Saint Maud,1970,6.7,Drama,R
The Vast of Night,1970,6.7,Drama,13
I Am Mother,1970,6.7,Drama,16
Summer of 84,1970,6.7,Drama,Not Rated
Housebound,1970,6.7,Comedy,Not Rated
"Ich seh, Ich seh",1970,6.7,Horror,A
Los ojos de Julia,1970,6.7,Horror,Not Rated
Suspiria,1970,6.7,Drama,A
Proof,1970,6.7,Drama,PG-13
Stay,1970,6.7,Drama,UA
Gin gwai,1970,6.7,Drama,R
Honogurai mizu no soko kara,1970,6.7,Drama,UA
Cypher,1970,6.7,Mystery,R
The Ninth Gate,1970,6.7,Mystery,UA
From Hell,1970,6.7,Horror,A
Return to Oz,1970,6.7,Adventure,U
The Quiet Earth,1970,6.7,Drama,UA
2010: The Year We Make Contact,1970,6.7,Adventure,Not Rated
Fear Street: 1666,1970,6.6,Horror,18
Marrowbone,1970,6.6,Adventure,R
Happy Death Day,1970,6.6,Comedy,UA
Mother!,1970,6.6,Drama,A
Bird Box,1970,6.6,Horror,18
Midnight Special,1970,6.6,Drama,PG-13
The Invitation,1970,6.6,Drama,18
X,1970,6.6,Horror,R
Saw II,1970,6.6,Horror,A
The Da Vinci Code,1970,6.6,Mystery,(Banned)
The Village,1970,6.6,Drama,UA
The Manchurian Candidate,1970,6.6,Drama,18
What Lies Beneath,1970,6.6,Drama,A
Powder,1970,6.6,Drama,PG-13
Copycat,1970,6.6,Drama,A
The Night House,1970,6.5,Horror,A
Possessor,1970,6.5,Horror,18
Annabelle: Creation,1970,6.5,Horror,A
The Endless,1970,6.5,Drama,Not Rated
Ad Astra,1970,6.5,Adventure,12+
Crimson Peak,1970,6.5,Drama,R
Oculus,1970,6.5,Horror,A
Insidious: Chapter 2,1970,6.5,Horror,A
Host,1970,6.5,Horror,Not Rated
A Perfect Getaway,1970,6.5,Drama,R
Blindness,1970,6.5,Drama,R
The Skeleton Key,1970,6.5,Drama,PG-13
Silent Hill,1970,6.5,Horror,R
Secret Window,1970,6.5,Drama,UA
Dead End,1970,6.5,Adventure,R
The Blair Witch Project,1970,6.5,Horror,UA
The Faculty,1970,6.5,Horror,UA
Stealing Beauty,1970,6.5,Drama,R
The Exorcist III,1970,6.5,Drama,A
Unsane,1970,6.4,Drama,Not Rated
Ghostland,1970,6.4,Drama,Not Rated
A Cure for Wellness,1970,6.4,Drama,R
Luckiest Girl Alive,1970,6.4,Drama,A
White Bird in a Blizzard,1970,6.4,Drama,R
Europa Report,1970,6.4,Adventure,PG-13
Before I Fall,1970,6.4,Drama,PG-13
The Awakening,1970,6.4,Drama,R
The Lucky One,1970,6.4,Drama,UA
Chehre,1970,6.4,Drama,UA
The Mothman Prophecies,1970,6.4,Drama,UA
Session 9,1970,6.4,Drama,R
Wes Craven's New Nightmare,1970,6.4,Fantasy,UA
The People Under the Stairs,1970,6.4,Comedy,A
Friday the 13th,1970,6.4,Horror,A
Star Trek: The Motion Picture - The Director's Edition,1970,6.4,Adventure,U
The Conjuring: The Devil Made Me Do It,1970,6.3,Horror,A
Apostle,1970,6.3,Drama,18
The Ritual,1970,6.3,Horror,18
Lights Out,1970,6.3,Horror,A
Paper Towns,1970,6.3,Adventure,PG-13
Project Almanac,1970,6.3,Drama,PG-13
The Loft,1970,6.3,Mystery,R
While We're Young,1970,6.3,Comedy,R
Before I Go to Sleep,1970,6.3,Drama,R
Under the Skin,1970,6.3,Drama,R
Devil,1970,6.3,Horror,UA
Paranormal Activity,1970,6.3,Horror,UA
The House of the Devil,1970,6.3,Horror,R
Dear John,1970,6.3,Drama,U
The Uninvited,1970,6.3,Drama,PG-13
"Hail, Caesar!",1970,6.3,Comedy,UA
Flightplan,1970,6.3,Drama,U
Don't Say a Word,1970,6.3,Drama,U
Scream 2,1970,6.3,Horror,UA
The Vanishing,1970,6.3,Drama,UA
Happy Death Day 2U,1970,6.2,Comedy,UA
Fear Street: 1994,1970,6.2,Drama,18
The Empty Man,1970,6.2,Horror,18
Color Out of Space,1970,6.2,Horror,Not Rated
It Comes at Night,1970,6.2,Drama,Not Rated
Ouija: Origin of Evil,1970,6.2,Drama,A
The Visit,1970,6.2,Horror,A
Scary Stories to Tell in the Dark,1970,6.2,Adventure,UA
Berlin Syndrome,1970,6.2,Drama,A
"As Above, So Below",1970,6.2,Horror,16
Alice Through the Looking Glass,1970,6.2,Adventure,U
Open Grave,1970,6.2,Horror,Unrated
Red Lights,1970,6.2,Drama,A
Scream 4,1970,6.2,Comedy,A
Dorian Gray,1970,6.2,Drama,R
The Nines,1970,6.2,Drama,R
Case 39,1970,6.2,Horror,R
Birth,1970,6.2,Drama,R
Jeepers Creepers,1970,6.2,Horror,A
The Hole,1970,6.2,Drama,Not Rated
The Arrival,1970,6.2,Mystery,PG-13
Brightburn,1970,6.1,Drama,A
Personal Shopper,1970,6.1,Mystery,R
Insidious: Chapter 3,1970,6.1,Horror,A
Winter's Tale,1970,6.1,Drama,A
Grave Encounters,1970,6.1,Horror,Not Rated
Mirrors,1970,6.1,Horror,A
The Strangers,1970,6.1,Horror,R
Dead Silence,1970,6.1,Horror,UA
Dragonfly,1970,6.1,Drama,UA
Relic,1970,6.0,Drama,R
The Lodge,1970,6.0,Drama,18
Unfriended: Dark Web,1970,6.0,Horror,16
The Boy,1970,6.0,Horror,UA
The Taking,1970,6.0,Horror,R
Circle,1970,6.0,Drama,Not Rated
The Signal,1970,6.0,Drama,PG-13
Greta,1970,6.0,Drama,UA
The Zero Theorem,1970,6.0,Comedy,R
The House with a Clock in Its Walls,1970,6.0,Comedy,UA
Dream House,1970,6.0,Drama,PG-13
Saw VI,1970,6.0,Horror,A
The Rite,1970,6.0,Drama,PG-13
Hellraiser,1970,6.0,Horror,R
The Midnight Meat Train,1970,6.0,Horror,R
The Good German,1970,6.0,Drama,A
Original Sin,1970,6.0,Drama,U
