movie_name,movie_date,movie_rating,movie_genre,movie_censor,budget,revenue
D3: The Mighty Ducks,1996-01-01,5.4,Action,PG,,
Batman Forever,1995-01-01,5.4,Action,UA,,
Maximum Overdrive,1986-01-01,5.4,Action,A,,
Battle for the Planet of the Apes,1973-01-01,5.4,Action,U,5800000.0,
The New Mutants,2020-01-01,5.3,Action,A,,
Robin Hood,2018-01-01,5.3,Action,UA,2033000.0,
Robin Hood,2018-01-01,5.3,Action,UA,2033000.0,
Robin Hood,2018-01-01,5.3,Action,UA,2033000.0,
The Predator,2018-01-01,5.3,Action,A,,
Kick,2014-01-01,5.3,Action,UA,30000000.0,
Point Break,2015-01-01,5.3,Action,UA,24000000.0,
Point Break,2015-01-01,5.3,Action,UA,24000000.0,
Geostorm,2017-01-01,5.3,Action,UA,,
Resident Evil: Retribution,2012-01-01,5.3,Action,A,33000000.0,
Dhoom:3,2013-01-01,5.3,Action,UA,,
Jupiter Ascending,2015-01-01,5.3,Action,A,175000000.0,
One for the Money,2012-01-01,5.3,Action,PG-13,,
Red Dawn,2012-01-01,5.3,Action,A,58000000.0,
Red Dawn,2012-01-01,5.3,Action,A,58000000.0,
The Colony,2013-01-01,5.3,Action,Not Rated,,
Bangkok Dangerous,2008-01-01,5.3,Action,U,,
Max Payne,2008-01-01,5.3,Action,A,,
Land of the Lost,2009-01-01,5.3,Action,UA,,
Hollywood Homicide,2003-01-01,5.3,Action,U,,
Daredevil,2003-01-01,5.3,Action,UA,58000000.0,
Spy Hard,1996-01-01,5.3,Action,UA,,
Tank Girl,1995-01-01,5.3,Action,R,,
The Karate Kid Part III,1989-01-01,5.3,Action,U,,
Masters of the Universe,1987-01-01,5.3,Action,U,,
Resident Evil: Welcome to Raccoon City,2021-01-01,5.2,Action,A,,
Monster Hunter,2020-01-01,5.2,Action,UA,,
The First Purge,2018-01-01,5.2,Action,Not Rated,,
F9,2021-01-01,5.2,Action,UA,,
Morbius,2022-01-01,5.2,Action,UA,,
The Bad Batch,2016-01-01,5.2,Action,R,,
Transformers: The Last Knight,2017-01-01,5.2,Action,UA,,
The Transporter Refueled,2015-01-01,5.2,Action,UA,,
The 5th Wave,2016-01-01,5.2,Action,UA,,
Hellboy,2019-01-01,5.2,Action,R,85000000.0,
Hellboy,2019-01-01,5.2,Action,R,85000000.0,
Independence Day: Resurgence,2016-01-01,5.2,Action,UA,,
A Good Day to Die Hard,2013-01-01,5.2,Action,UA,28000000.0,
Rocketry: The Nambi Effect,2022-01-01,8.9,Biography,UA,,
Sardar Udham,2021-01-01,8.4,Biography,UA 13+,,
Ayla: The Daughter of War,2017-01-01,8.3,Biography,Not Rated,,
Bhaag Milkha Bhaag,2013-01-01,8.2,Biography,U,,
Der Untergang,2004-01-01,8.2,Biography,UA,,
La passion de Jeanne d'Arc,1928-01-01,8.2,Biography,Not Rated,,
The Message,1976-01-01,8.1,Biography,Not Rated,,
Andrei Rublev,1966-01-01,8.1,Biography,Not Rated,,
Inherit the Wind,1960-01-01,8.1,Biography,Not Rated,,
Lion,2016-01-01,8.0,Biography,U,45000000.0,
The Imitation Game,2014-01-01,8.0,Biography,UA,,
The King's Speech,2010-01-01,8.0,Biography,U,,
Persepolis,2007-01-01,8.0,Animation,PG-13,,
The Pursuit of Happyness,2006-01-01,8.0,Biography,U,,
Le scaphandre et le papillon,2007-01-01,8.0,Biography,PG-13,,
Mar adentro,2004-01-01,8.0,Biography,U,,
Cinderella Man,2005-01-01,8.0,Biography,UA,,
The Straight Story,1999-01-01,8.0,Biography,U,10000000.0,
Dog Day Afternoon,1975-01-01,8.0,Biography,U,3800000.0,
Zerkalo,1975-01-01,8.0,Biography,Not Rated,,
Papillon,1973-01-01,8.0,Biography,R,,
Papillon,1973-01-01,8.0,Biography,R,,
Butch Cassidy and the Sundance Kid,1969-01-01,8.0,Biography,U,,
Super 30,2019-01-01,7.9,Biography,U,175000000.0,
Padman,2018-01-01,7.9,Biography,UA,,
Togo,2019-01-01,7.9,Adventure,U,,
M.S. Dhoni: The Untold Story,2016-01-01,7.9,Biography,U,,
Bohemian Rhapsody,2018-01-01,7.9,Biography,UA,,
Dallas Buyers Club,2013-01-01,7.9,Biography,R,,
My Left Foot: The Story of Christy Brown,1989-01-01,7.9,Biography,U,,
Patton,1970-01-01,7.9,Biography,U,,
The Lion in Winter,1968-01-01,7.9,Biography,U,,
In Cold Blood,1967-01-01,7.9,Biography,Not Rated,,
Spartacus,1960-01-01,7.9,Adventure,A,,
Hidden Figures,2016-01-01,7.8,Biography,UA,25000000.0,
Loving Vincent,2017-01-01,7.8,Animation,UA,5500000.0,
Pride,2014-01-01,7.8,Biography,R,,
The Big Short,2015-01-01,7.8,Biography,A,,
Straight Outta Compton,2015-01-01,7.8,Biography,R,,
The Irishman,2019-01-01,7.8,Biography,16,,
The Social Network,2010-01-01,7.8,Biography,UA,3800000.0,
Changeling,2008-01-01,7.8,Biography,A,55000000.0,
American Gangster,2007-01-01,7.8,Biography,A,,
The World's Fastest Indian,2005-01-01,7.8,Biography,U,,
Walk the Line,2005-01-01,7.8,Biography,U,,
Diarios de motocicleta,2004-01-01,7.8,Adventure,U,,
Remember the Titans,2000-01-01,7.8,Biography,U,,
The Insider,1999-01-01,7.8,Biography,UA,90000000.0,
October Sky,1999-01-01,7.8,Biography,PG,25000000.0,
Ed Wood,1994-01-01,7.8,Biography,U,,
Tombstone,1993-01-01,7.8,Biography,UA,,
Awakenings,1990-01-01,7.8,Biography,U,,
Glory,1989-01-01,7.8,Biography,U,935000.0,
The Killing Fields,1984-01-01,7.8,Biography,A,,
The Right Stuff,1983-01-01,7.8,Adventure,UA,27000000.0,
The Theory of Everything,2014-01-01,7.7,Biography,U,,
Kaze tachinu,2013-01-01,7.7,Animation,Not Rated,,
Argo,2012-01-01,7.7,Biography,A,,
Frost/Nixon,2008-01-01,7.7,Biography,U,,
Ray,2004-01-01,7.7,Biography,A,,
Finding Neverland,2004-01-01,7.7,Biography,U,,
Donnie Brasco,1997-01-01,7.7,Biography,A,,
Shine,1996-01-01,7.7,Biography,Not Rated,20000000.0,
Il postino,1994-01-01,7.7,Biography,Not Rated,,
Malcolm X,1992-01-01,7.7,Biography,U,,
Malcolm X,1992-01-01,7.7,Biography,U,,
The Last Emperor,1987-01-01,7.7,Biography,U,,
Serpico,1973-01-01,7.7,Biography,A,,
A Man for All Seasons,1966-01-01,7.7,Biography,U,,
Dark Waters,2019-01-01,7.6,Biography,PG-13,800000.0,
The Two Popes,2019-01-01,7.6,Biography,16,,
The Boy Who Harnessed the Wind,2019-01-01,7.6,Biography,13,,
Sanju,2018-01-01,7.6,Biography,UA,,
Just Mercy,2019-01-01,7.6,Biography,A,,
Philomena,2013-01-01,7.6,Biography,PG-13,,
127 Hours,2010-01-01,7.6,Biography,UA,18000000.0,
Moneyball,2011-01-01,7.6,Biography,13,,
The Blind Side,2009-01-01,7.6,Biography,UA,,
Freedom Writers,2007-01-01,7.6,Biography,UA,,
The Last King of Scotland,2006-01-01,7.6,Biography,A,6000000.0,
La Vie en Rose,2007-01-01,7.6,Biography,PG-13,,
Sophie Scholl - Die letzten Tage,2005-01-01,7.6,Biography,Not Rated,,
Control,2007-01-01,7.6,Biography,R,,
Control,2007-01-01,7.6,Biography,R,,
The Hurricane,1999-01-01,7.6,Biography,U,,
The Hurricane,1999-01-01,7.6,Biography,U,,
King Richard,2021-01-01,7.5,Biography,UA,,
"tick, tick...BOOM!",2021-01-01,7.5,Biography,13,,
83,2021-01-01,7.5,Biography,U,,
BlacKkKlansman,2018-01-01,7.5,Biography,18,,
"I, Tonya",2017-01-01,7.5,Biography,R,11000000.0,
The Favourite,2018-01-01,7.5,Biography,18,,
Richard Jewell,2019-01-01,7.5,Biography,A,,
Fruitvale Station,2013-01-01,7.5,Biography,R,900000.0,
Saving Mr. Banks,2013-01-01,7.5,Biography,U,,
The Greatest Showman,2017-01-01,7.5,Biography,UA,,
En kongelig affære,2012-01-01,7.5,Biography,R,,
The Damned United,2009-01-01,7.5,Biography,R,,
Selma,2014-01-01,7.5,Biography,PG-13,,
Milk,2008-01-01,7.5,Biography,A,,
Hunger,2008-01-01,7.5,Biography,Not Rated,,
Hunger,2008-01-01,7.5,Biography,Not Rated,,
42,2013-01-01,7.5,Biography,PG-13,,
The Assassination of Jesse James by the Coward Robert Ford,2007-01-01,7.5,Biography,R,,
The Great Debaters,2007-01-01,7.5,Biography,PG-13,,
The Aviator,2004-01-01,7.5,Biography,UA,110000000.0,
The Aviator,2004-01-01,7.5,Biography,UA,110000000.0,
Blow,2001-01-01,7.5,Biography,R,,
Boys Don't Cry,1999-01-01,7.5,Biography,A,,
Quiz Show,1994-01-01,7.5,Biography,U,,
Rudy,1993-01-01,7.5,Biography,U,,
Chaplin,1992-01-01,7.5,Biography,PG-13,31000000.0,
Henry V,1989-01-01,7.5,Biography,U,,
Henry V,1989-01-01,7.5,Biography,U,,
Christiane F. - Wir Kinder vom Bahnhof Zoo,1981-01-01,7.5,Biography,Not Rated,,
Midnight Express,1978-01-01,7.5,Biography,A,,
Judas and the Black Messiah,2021-01-01,7.4,Biography,A,,
Judas and the Black Messiah,2021-01-01,7.4,Biography,A,,
The Mauritanian,2021-01-01,7.4,Biography,A,,
Darkest Hour,2017-01-01,7.4,Biography,UA,,
Molly's Game,2017-01-01,7.4,Biography,R,,
Elvis,2022-01-01,7.4,Biography,UA,,
Sully,2016-01-01,7.4,Biography,A,,
Trumbo,2015-01-01,7.4,Biography,R,,
The Good Lie,2014-01-01,7.4,Biography,PG-13,,
"McFarland, USA",2015-01-01,7.4,Biography,PG,,
Love & Mercy,2014-01-01,7.4,Biography,PG-13,,
"Good Night, and Good Luck.",2005-01-01,7.4,Biography,PG,7000000.0,
The Greatest Game Ever Played,2005-01-01,7.4,Biography,U,,
Miracle,2004-01-01,7.4,Biography,U,,
American Splendor,2003-01-01,7.4,Biography,R,,
Rabbit-Proof Fence,2002-01-01,7.4,Biography,PG,,
Erin Brockovich,2000-01-01,7.4,Biography,A,,
Elizabeth,1998-01-01,7.4,Biography,R,,
Man on the Moon,1999-01-01,7.4,Biography,R,,
Gods and Monsters,1998-01-01,7.4,Biography,R,,
Searching for Bobby Fischer,1993-01-01,7.4,Biography,13,12000000.0,
The King and I,1956-01-01,7.4,Biography,U,,
The King and I,1956-01-01,7.4,Biography,U,,
The King,2019-01-01,7.3,Biography,18,94000000.0,
The Banker,2020-01-01,7.3,Biography,A,,
Official Secrets,2019-01-01,7.3,Biography,A,,
Snowden,2016-01-01,7.3,Biography,18,,
A Street Cat Named Bob,2016-01-01,7.3,Biography,Not Rated,,
The Disaster Artist,2017-01-01,7.3,Biography,UA,,
The Walk,2015-01-01,7.3,Adventure,UA,,
Woman in Gold,2015-01-01,7.3,Biography,Not Rated,,
Belle,2013-01-01,7.3,Biography,PG,23000000.0,
Rocketman,2019-01-01,7.3,Biography,A,,
Belfast,2021-01-01,7.3,Biography,PG-13,,
Beautiful Boy,2018-01-01,7.3,Biography,R,,
First Man,2018-01-01,7.3,Biography,UA,,
Eddie the Eagle,2015-01-01,7.3,Adventure,UA,25000000.0,
Rescue Dawn,2006-01-01,7.3,Adventure,PG-13,,
Lincoln,2012-01-01,7.3,Biography,U,,
The Queen,2006-01-01,7.3,Biography,U,,
Coach Carter,2005-01-01,7.3,Biography,PG-13,,
Capote,2005-01-01,7.3,Biography,UA,,
Monster,2003-01-01,7.3,Biography,A,,
24 Hour Party People,2002-01-01,7.3,Biography,R,,
Quills,2000-01-01,7.3,Biography,Not Rated,,
"Girl, Interrupted",1999-01-01,7.3,Biography,UA,175000000.0,
Antwone Fisher,2002-01-01,7.3,Biography,PG-13,,
Frida,2002-01-01,7.3,Biography,UA,,
Amistad,1997-01-01,7.3,Biography,A,,
The People vs. Larry Flynt,1996-01-01,7.3,Biography,A,20300000.0,
The Basketball Diaries,1995-01-01,7.3,Biography,UA,,
Heavenly Creatures,1994-01-01,7.3,Biography,UA,,
This Boy's Life,1993-01-01,7.3,Biography,U,,
"Good Morning, Vietnam",1987-01-01,7.3,Biography,UA,,
Dolemite Is My Name,2019-01-01,7.2,Biography,R,,
The Report,2019-01-01,7.2,Biography,R,,
The Post,2017-01-01,7.2,Biography,UA,,
Vice,2018-01-01,7.2,Biography,R,81000000.0,
The Professor and the Madman,2019-01-01,7.2,Biography,Not Rated,,
Papillon,2017-01-01,7.2,Adventure,A,,
Papillon,2017-01-01,7.2,Adventure,A,,
The Founder,2016-01-01,7.2,Biography,Not Rated,,
The End of the Tour,2015-01-01,7.2,Biography,R,,
Stan & Ollie,2018-01-01,7.2,Biography,PG,,
A Beautiful Day in the Neighborhood,2019-01-01,7.2,Biography,UA,,
Steve Jobs,2015-01-01,7.2,Biography,A,,
The Sessions,2012-01-01,7.2,Biography,R,,
Testament of Youth,2014-01-01,7.2,Biography,PG-13,,
The Butler,2013-01-01,7.2,Biography,A,,
Conviction,2010-01-01,7.2,Biography,R,,
Lawless,2012-01-01,7.2,Biography,R,26000000.0,
Secretariat,2010-01-01,7.2,Biography,PG,,
The Young Victoria,2009-01-01,7.2,Biography,PG,35000000.0,
Che: Part One,2008-01-01,7.2,Biography,Not Rated,,
An American Crime,2007-01-01,7.2,Biography,R,,
The Man Who Knew Infinity,2015-01-01,7.2,Biography,U,,
Glory Road,2006-01-01,7.2,Biography,U,,
Before Night Falls,2000-01-01,7.2,Biography,R,,
Men of Honor,2000-01-01,7.2,Biography,UA,,
The Doors,1991-01-01,7.2,Biography,U,,
Born on the Fourth of July,1989-01-01,7.2,Biography,A,17800000.0,
Mask,1985-01-01,7.2,Biography,UA,,
Bad Education,2019-01-01,7.1,Biography,Not Rated,5000000.0,
Bad Education,2019-01-01,7.1,Biography,Not Rated,5000000.0,
Fighting with My Family,2019-01-01,7.1,Biography,A,,
On the Basis of Sex,2018-01-01,7.1,Biography,UA 13+,,
Can You Ever Forgive Me?,2018-01-01,7.1,Biography,A,,
Miracles from Heaven,2016-01-01,7.1,Biography,PG,,
The Dig,2021-01-01,7.1,Biography,16,,
Race,2016-01-01,7.1,Biography,UA,,
Concussion,2015-01-01,7.1,Biography,PG-13,,
The Glass Castle,2017-01-01,7.1,Biography,PG-13,,
Wild,2014-01-01,7.1,Adventure,18,,
Mandela: Long Walk to Freedom,2013-01-01,7.1,Biography,UA,,
Tracks,2013-01-01,7.1,Adventure,PG-13,,
The Railway Man,2013-01-01,7.1,Biography,R,,
War Dogs,2016-01-01,7.1,Biography,A,,
Goodbye Christopher Robin,2017-01-01,7.1,Biography,UA,,
Chasing Mavericks,2012-01-01,7.1,Biography,UA,,
The Devil's Double,2011-01-01,7.1,Biography,R,19100000.0,
Nowhere Boy,2009-01-01,7.1,Biography,R,,
Agora,2009-01-01,7.1,Adventure,R,,
The Whistleblower,2010-01-01,7.1,Biography,A,,
The Danish Girl,2015-01-01,7.1,Biography,A,,
Kinsey,2004-01-01,7.1,Biography,R,,
Lords of Dogtown,2005-01-01,7.1,Biography,PG-13,25000000.0,
Chopper,2000-01-01,7.1,Biography,A,,
Seven Years in Tibet,1997-01-01,7.1,Adventure,U,,
Michael Collins,1996-01-01,7.1,Biography,UA,,
Nixon,1995-01-01,7.1,Biography,R,,
Alive,1993-01-01,7.1,Biography,U,,
Out of Africa,1985-01-01,7.1,Biography,U,31000000.0,
Chariots of Fire,1981-01-01,7.1,Biography,U,5500000.0,
American Animals,2018-01-01,7.0,Biography,R,,
Professor Marston and the Wonder Women,2017-01-01,7.0,Biography,R,,
Loving,2016-01-01,7.0,Biography,PG-13,5500000.0,
Colonia,2015-01-01,7.0,Biography,R,,
Danny Collins,2015-01-01,7.0,Biography,R,,
The Zookeeper's Wife,2017-01-01,7.0,Biography,A,,
Million Dollar Arm,2014-01-01,7.0,Biography,PG,,
Soul Surfer,2011-01-01,7.0,Biography,PG,,
Pawn Sacrifice,2014-01-01,7.0,Biography,UA,,
Kill the Irishman,2011-01-01,7.0,Biography,R,,
The Infiltrator,2016-01-01,7.0,Biography,R,,
Behind the Candelabra,2013-01-01,7.0,Biography,Not Rated,22800000.0,
Julie & Julia,2009-01-01,7.0,Biography,UA,,
Big Eyes,2014-01-01,7.0,Biography,U,,
Foxcatcher,2014-01-01,7.0,Biography,R,,
Gangubai Kathiawadi,2022-01-01,7.0,Biography,UA,,
The Dirt,2019-01-01,7.0,Biography,Not Rated,5400000.0,
Miss Potter,2006-01-01,7.0,Biography,PG,,
Charlie Wilson's War,2007-01-01,7.0,Biography,UA,,
Invincible,2006-01-01,7.0,Biography,PG,,
Gridiron Gang,2006-01-01,7.0,Biography,PG-13,,
Find Me Guilty,2006-01-01,7.0,Biography,R,,
Jarhead,2005-01-01,7.0,Biography,R,,
Becoming Jane,2007-01-01,7.0,Biography,PG,,
Breach,2007-01-01,7.0,Biography,PG-13,,
Bobby,2006-01-01,7.0,Biography,R,12000000.0,
Confessions of a Dangerous Mind,2002-01-01,7.0,Biography,R,,
Pollock,2000-01-01,7.0,Biography,R,,
Kundun,1997-01-01,7.0,Biography,PG-13,,
Henry: Portrait of a Serial Killer,1986-01-01,7.0,Biography,A,,
Gorillas in the Mist: The Story of Dian Fossey,1988-01-01,7.0,Biography,U,,
Sid and Nancy,1986-01-01,7.0,Biography,Not Rated,,
Cleopatra,1963-01-01,7.0,Biography,A,,
Cleopatra,1963-01-01,7.0,Biography,A,,
Boy Erased,2018-01-01,6.9,Biography,Unrated,,
At Eternity's Gate,2018-01-01,6.9,Biography,PG-13,,
Borg McEnroe,2017-01-01,6.9,Biography,UA,,
Stronger,2017-01-01,6.9,Biography,R,,
Legend,2015-01-01,6.9,Biography,A,150000000.0,
Legend,2015-01-01,6.9,Biography,A,150000000.0,
Legend,2015-01-01,6.9,Biography,A,150000000.0,
The Highwaymen,2019-01-01,6.9,Biography,16,,
My Week with Marilyn,2011-01-01,6.9,Biography,R,,
Black Mass,2015-01-01,6.9,Biography,A,,
Kill the Messenger,2014-01-01,6.9,Biography,A,,
The Duchess,2008-01-01,6.9,Biography,PG-13,,
Bright Star,2009-01-01,6.9,Biography,PG,,
Goya's Ghosts,2006-01-01,6.9,Biography,R,,
Alpha Dog,2006-01-01,6.9,Biography,R,,
The Assassination of Richard Nixon,2004-01-01,6.9,Biography,R,,
Girl with a Pearl Earring,2003-01-01,6.9,Biography,U,,
Radio,2003-01-01,6.9,Biography,PG,,
Bully,2001-01-01,6.9,Biography,R,,
Private Parts,1997-01-01,6.9,Biography,R,,
Rob Roy,1995-01-01,6.9,Adventure,R,,
La Bamba,1987-01-01,6.9,Biography,U,,
Judy,2019-01-01,6.8,Biography,UA,,
Munich: The Edge of War,2021-01-01,6.8,Biography,13,,
Bombshell,2019-01-01,6.8,Biography,A,,
"Don't Worry, He Won't Get Far on Foot",2018-01-01,6.8,Biography,R,,
Victoria & Abdul,2017-01-01,6.8,Biography,UA,,
Escape from Pretoria,2020-01-01,6.8,Biography,PG-13,,
All the Money in the World,2017-01-01,6.8,Biography,UA,,
Florence Foster Jenkins,2016-01-01,6.8,Biography,U,,
Tolkien,2019-01-01,6.8,Biography,PG-13,,
Mr. Turner,2014-01-01,6.8,Biography,R,,
The 33,2015-01-01,6.8,Biography,UA,26000000.0,
Jersey Boys,2014-01-01,6.8,Biography,R,,
Bernie,2011-01-01,6.8,Biography,PG-13,,
Bleed for This,2016-01-01,6.8,Biography,R,,
The Iceman,2012-01-01,6.8,Biography,A,,
Mank,2020-01-01,6.8,Biography,16,,
Fair Game,2010-01-01,6.8,Biography,(Banned),,
Fair Game,2010-01-01,6.8,Biography,(Banned),,
Hitchcock,2012-01-01,6.8,Biography,UA,,
The Stanford Prison Experiment,2015-01-01,6.8,Biography,R,,
Elizabeth: The Golden Age,2007-01-01,6.8,Biography,PG-13,,
Che: Part Two,2008-01-01,6.8,Biography,Not Rated,,
I'm Not There,2007-01-01,6.8,Biography,R,,
Patch Adams,1998-01-01,6.8,Biography,U,,
Selena,1997-01-01,6.8,Biography,UA,,
Bugsy,1991-01-01,6.8,Biography,R,,
Battle of the Sexes,2017-01-01,6.7,Biography,UA,,
The Lady in the Van,2015-01-01,6.7,Biography,PG-13,,
The Old Man & the Gun,2018-01-01,6.7,Biography,UA,,
"Extremely Wicked, Shockingly Evil and Vile",2019-01-01,6.7,Biography,R,,
Jackie,2016-01-01,6.7,Biography,UA,,
Hysteria,2011-01-01,6.7,Biography,R,,
Taking Woodstock,2009-01-01,6.7,Biography,A,,
Coco avant Chanel,2009-01-01,6.7,Biography,PG-13,,
The Soloist,2009-01-01,6.7,Biography,PG-13,,
The Other Boleyn Girl,2008-01-01,6.7,Biography,A,,
The New World,2005-01-01,6.7,Biography,PG-13,,
Ali,2001-01-01,6.7,Biography,UA,11000000.0,
The Eyes of Tammy Faye,2021-01-01,6.6,Biography,UA 16+,,
Operation Finale,2018-01-01,6.6,Biography,PG-13,,
Whiskey Tango Foxtrot,2016-01-01,6.6,Biography,R,,
Joy,2015-01-01,6.6,Biography,U,,
Spencer,2021-01-01,6.6,Biography,UA,,
The Lost City of Z,2016-01-01,6.6,Adventure,UA,,
House of Gucci,2021-01-01,6.6,Biography,A,,
I Love You Phillip Morris,2009-01-01,6.6,Biography,R,,
A Mighty Heart,2007-01-01,6.6,Biography,A,,
Notorious,2009-01-01,6.6,Biography,R,,
Notorious,2009-01-01,6.6,Biography,R,,
Being the Ricardos,2021-01-01,6.5,Biography,UA 13+,,
Imperium,2016-01-01,6.5,Biography,R,,
The Current War,2017-01-01,6.5,Biography,U,,
J. Edgar,2011-01-01,6.5,Biography,A,35000000.0,
The Informant!,2009-01-01,6.5,Biography,R,,
The Runaways,2010-01-01,6.5,Biography,R,,
Hollywoodland,2006-01-01,6.5,Biography,R,28000000.0,
Marie Antoinette,2006-01-01,6.5,Biography,PG-13,,
Marie Antoinette,2006-01-01,6.5,Biography,PG-13,,
Riding in Cars with Boys,2001-01-01,6.5,Biography,PG-13,48000000.0,
Dangerous Minds,1995-01-01,6.5,Biography,U,,
Fire in the Sky,1993-01-01,6.5,Biography,PG-13,,
A Dangerous Method,2011-01-01,6.4,Biography,R,,
Kill Your Darlings,2013-01-01,6.4,Biography,R,,
The Iron Lady,2011-01-01,6.4,Biography,U,,
How to Lose Friends & Alienate People,2008-01-01,6.4,Biography,R,11000000.0,
Joan of Arc,1999-01-01,6.4,Adventure,A,,
Joan of Arc,1999-01-01,6.4,Adventure,A,,
1492: Conquest of Paradise,1992-01-01,6.4,Adventure,PG-13,,
Mary Queen of Scots,2018-01-01,6.3,Biography,A,,
True Story,2015-01-01,6.3,Biography,R,,
A Walk in the Woods,2015-01-01,6.3,Adventure,R,,
W.,2008-01-01,6.3,Biography,UA,25000000.0,
Evita,1996-01-01,6.3,Biography,U,,
The Fifth Estate,2013-01-01,6.2,Biography,UA,28000000.0,
Lovelace,2013-01-01,6.2,Biography,Not Rated,,
The Libertine,2004-01-01,6.2,Biography,UA,,
Jobs,2013-01-01,6.0,Biography,UA,,
Thalaivi,2021-01-01,5.9,Biography,U,,
Masterminds,2016-01-01,5.8,Biography,16,,
Masterminds,2016-01-01,5.8,Biography,16,,
Masterminds,2016-01-01,5.8,Biography,16,,
Heaven Is for Real,2014-01-01,5.8,Biography,UA,,
Eat Pray Love,2010-01-01,5.8,Biography,UA,,
The Bling Ring,2013-01-01,5.6,Biography,R,8000000.0,
Blonde,2022-01-01,5.5,Biography,A,30000000.0,
Get Rich or Die Tryin',2005-01-01,5.4,Biography,R,,
Chhapaak,2020-01-01,5.3,Biography,UA,,
The 15:17 to Paris,2018-01-01,5.3,Biography,A,,
Reis,2017-01-01,1.0,Biography,Not Rated,,
Sen to Chihiro no kamikakushi,2001-01-01,8.6,Animation,U,,
Hotaru no haka,1988-01-01,8.5,Animation,U,,
Kimi no na wa.,2016-01-01,8.4,Animation,U,,
Hauru no ugoku shiro,2004-01-01,8.2,Animation,U,,
Koe no katachi,2016-01-01,8.1,Animation,16,,
Ôkami kodomo no Ame to Yuki,2012-01-01,8.1,Animation,U,,
Mary and Max.,2009-01-01,8.1,Animation,Not Rated,,
Tonari no Totoro,1988-01-01,8.1,Animation,U,,
WolfWalkers,2020-01-01,8.0,Animation,UA,25100000.0,
Soul,2020-01-01,8.0,Animation,U,,
Zootopia,2016-01-01,8.0,Animation,U,,
Kaguya-hime no Monogatari,2013-01-01,8.0,Animation,U,,
Song of the Sea,2014-01-01,8.0,Animation,PG,,
Pâfekuto burû,1997-01-01,8.0,Animation,A,,
Beauty and the Beast,1991-01-01,8.0,Animation,U,,
Beauty and the Beast,1991-01-01,8.0,Animation,U,,
Tenkû no shiro Rapyuta,1986-01-01,8.0,Animation,U,,
Kaze no tani no Naushika,1984-01-01,8.0,Animation,U,,
Fantastic Mr. Fox,2009-01-01,7.9,Animation,U,,
Shrek,2001-01-01,7.9,Animation,U,,
Toy Story 2,1999-01-01,7.9,Animation,U,30000000.0,
Mimi wo sumaseba,1995-01-01,7.9,Animation,U,,
The Nightmare Before Christmas,1993-01-01,7.9,Animation,U,,
Isle of Dogs,2018-01-01,7.8,Animation,U,,
Tôkyô goddofâzâzu,2003-01-01,7.8,Animation,UA,,
Sennen joyû,2001-01-01,7.8,Animation,PG,,
Majo no takkyûbin,1989-01-01,7.8,Animation,U,,
The Breadwinner,2017-01-01,7.7,Animation,U,25100000.0,
Omoide no Marnie,2014-01-01,7.7,Animation,U,,
Ma vie de Courgette,2016-01-01,7.7,Animation,PG-13,,
Toy Story 4,2019-01-01,7.7,Animation,U,30000000.0,
Wreck-It Ralph,2012-01-01,7.7,Animation,U,25100000.0,
Le Petit Prince,2015-01-01,7.7,Animation,PG,,
Papurika,2006-01-01,7.7,Animation,U,,
Toki o kakeru shôjo,2006-01-01,7.7,Animation,U,,
Tangled,2010-01-01,7.7,Animation,U,260000000.0,
Coraline,2009-01-01,7.7,Animation,U,,
Les triplettes de Belleville,2003-01-01,7.7,Animation,PG-13,,
Waking Life,2001-01-01,7.7,Animation,R,25100000.0,
"South Park: Bigger, Longer & Uncut",1999-01-01,7.7,Animation,A,21000000.0,
Kurenai no buta,1992-01-01,7.7,Animation,U,,
Who Framed Roger Rabbit,1988-01-01,7.7,Animation,U,,
La planète sauvage,1973-01-01,7.7,Animation,U,,
Fantasia,1940-01-01,7.7,Animation,U,,
The Mitchells vs the Machines,2021-01-01,7.6,Animation,13,,
Moana,2016-01-01,7.6,Animation,U,,
Karigurashi no Arietty,2010-01-01,7.6,Animation,U,,
Despicable Me,2010-01-01,7.6,Animation,U,,
Gake no ue no Ponyo,2008-01-01,7.6,Animation,U,,
The Secret of Kells,2009-01-01,7.6,Animation,Not Rated,8000000.0,
Mulan,1998-01-01,7.6,Animation,U,,
Mulan,1998-01-01,7.6,Animation,U,,
Kal Hee,1991-01-01,7.6,Animation,U,,
The Little Mermaid,1989-01-01,7.6,Animation,U,,
The Little Mermaid,1989-01-01,7.6,Animation,U,,
Watership Down,1978-01-01,7.6,Animation,Not Rated,25100000.0,
The Jungle Book,1967-01-01,7.6,Animation,U,,
The Jungle Book,1967-01-01,7.6,Animation,U,,
The Jungle Book,1967-01-01,7.6,Animation,U,,
Snow White and the Seven Dwarfs,1937-01-01,7.6,Animation,U,,
J'ai perdu mon corps,2019-01-01,7.5,Animation,Not Rated,,
Tenki no ko,2019-01-01,7.5,Animation,U,,
La tortue rouge,2016-01-01,7.5,Animation,U,,
Byôsoku 5 senchimêtoru,2007-01-01,7.5,Animation,U,,
L'illusionniste,2010-01-01,7.5,Animation,PG,,
The Curse of the Were-Rabbit,2005-01-01,7.5,Animation,U,25100000.0,
Ice Age,2002-01-01,7.5,Animation,U,59000000.0,
The Secret of NIMH,1982-01-01,7.5,Animation,U,,
